['CACM-0001', 41]
['CACM-1166', 96]
['CACM-1167', 57]
['CACM-1168', 45]
['CACM-1169', 107]
['CACM-1170', 126]
['CACM-1171', 80]
['CACM-1172', 103]
['CACM-1173', 72]
['CACM-1174', 20]
['CACM-1175', 50]
['CACM-1176', 22]
['CACM-1177', 33]
['CACM-1178', 23]
['CACM-1179', 114]
['CACM-1180', 85]
['CACM-1181', 66]
['CACM-1182', 58]
['CACM-1183', 52]
['CACM-1184', 97]
['CACM-1185', 67]
['CACM-1186', 57]
['CACM-1187', 22]
['CACM-1188', 122]
['CACM-1189', 23]
['CACM-1190', 41]
['CACM-1191', 28]
['CACM-1192', 21]
['CACM-1193', 18]
['CACM-1194', 129]
['CACM-1195', 79]
['CACM-1196', 69]
['CACM-1197', 108]
['CACM-1198', 131]
['CACM-1199', 76]
['CACM-1200', 103]
['CACM-1201', 24]
['CACM-1202', 20]
['CACM-1203', 18]
['CACM-1204', 29]
['CACM-1205', 40]
['CACM-1206', 96]
['CACM-1207', 24]
['CACM-1208', 28]
['CACM-1209', 27]
['CACM-1210', 50]
['CACM-1211', 55]
['CACM-1212', 48]
['CACM-1213', 38]
['CACM-1214', 95]
['CACM-1215', 131]
['CACM-1216', 90]
['CACM-1217', 24]
['CACM-1218', 23]
['CACM-1219', 26]
['CACM-1220', 20]
['CACM-1221', 20]
['CACM-1222', 29]
['CACM-1223', 200]
['CACM-1224', 50]
['CACM-1225', 92]
['CACM-1226', 81]
['CACM-1227', 18]
['CACM-1228', 33]
['CACM-1229', 20]
['CACM-1230', 46]
['CACM-1231', 49]
['CACM-1232', 22]
['CACM-1233', 50]
['CACM-1234', 170]
['CACM-1235', 124]
['CACM-1236', 107]
['CACM-1237', 87]
['CACM-1238', 81]
['CACM-1239', 19]
['CACM-1240', 18]
['CACM-1241', 35]
['CACM-1242', 24]
['CACM-1243', 29]
['CACM-1244', 20]
['CACM-1245', 18]
['CACM-1246', 17]
['CACM-1247', 82]
['CACM-1248', 64]
['CACM-1249', 27]
['CACM-1250', 22]
['CACM-1251', 34]
['CACM-1252', 71]
['CACM-1253', 71]
['CACM-1254', 41]
['CACM-1255', 76]
['CACM-1256', 18]
['CACM-1257', 82]
['CACM-1258', 75]
['CACM-1259', 66]
['CACM-1260', 70]
['CACM-1261', 79]
['CACM-1262', 71]
['CACM-1263', 101]
['CACM-1264', 130]
['CACM-1265', 239]
['CACM-1266', 22]
['CACM-1267', 72]
['CACM-1268', 25]
['CACM-1269', 20]
['CACM-1270', 112]
['CACM-1271', 68]
['CACM-1272', 114]
['CACM-1273', 54]
['CACM-1274', 51]
['CACM-1275', 26]
['CACM-1276', 19]
['CACM-1277', 23]
['CACM-1278', 104]
['CACM-1279', 51]
['CACM-1280', 81]
['CACM-1281', 56]
['CACM-1282', 68]
['CACM-1283', 19]
['CACM-1284', 26]
['CACM-1285', 29]
['CACM-1286', 27]
['CACM-1287', 23]
['CACM-1288', 69]
['CACM-1289', 20]
['CACM-1290', 107]
['CACM-1291', 17]
['CACM-1292', 81]
['CACM-1293', 35]
['CACM-1294', 60]
['CACM-1295', 86]
['CACM-1296', 18]
['CACM-1297', 18]
['CACM-1298', 30]
['CACM-1299', 22]
['CACM-1300', 17]
['CACM-1301', 18]
['CACM-1302', 21]
['CACM-1303', 99]
['CACM-1304', 37]
['CACM-1305', 51]
['CACM-1306', 91]
['CACM-1307', 129]
['CACM-1308', 114]
['CACM-1309', 97]
['CACM-1310', 27]
['CACM-1311', 17]
['CACM-1312', 24]
['CACM-1313', 27]
['CACM-1314', 60]
['CACM-1315', 111]
['CACM-1316', 27]
['CACM-1317', 19]
['CACM-1318', 19]
['CACM-1319', 28]
['CACM-1320', 20]
['CACM-1321', 23]
['CACM-1322', 21]
['CACM-1323', 215]
['CACM-1324', 117]
['CACM-1325', 97]
['CACM-1326', 89]
['CACM-1327', 107]
['CACM-1328', 35]
['CACM-1329', 36]
['CACM-1330', 27]
['CACM-1331', 78]
['CACM-1332', 39]
['CACM-1333', 71]
['CACM-1334', 113]
['CACM-1335', 21]
['CACM-1336', 55]
['CACM-1337', 28]
['CACM-1338', 33]
['CACM-1339', 24]
['CACM-1340', 36]
['CACM-1341', 78]
['CACM-1342', 19]
['CACM-1343', 19]
['CACM-1344', 59]
['CACM-1345', 52]
['CACM-1346', 93]
['CACM-1347', 87]
['CACM-1348', 100]
['CACM-1349', 97]
['CACM-1350', 162]
['CACM-1351', 55]
['CACM-1352', 74]
['CACM-1353', 47]
['CACM-1354', 108]
['CACM-1355', 23]
['CACM-1356', 28]
['CACM-1357', 19]
['CACM-1358', 172]
['CACM-1359', 91]
['CACM-1360', 22]
['CACM-1361', 21]
['CACM-1362', 103]
['CACM-1363', 57]
['CACM-1364', 50]
['CACM-1365', 144]
['CACM-1366', 196]
['CACM-1367', 30]
['CACM-1368', 49]
['CACM-1369', 51]
['CACM-1370', 23]
['CACM-1371', 24]
['CACM-1372', 24]
['CACM-1373', 36]
['CACM-1374', 20]
['CACM-1375', 19]
['CACM-1376', 20]
['CACM-1377', 19]
['CACM-1378', 23]
['CACM-1379', 168]
['CACM-1380', 163]
['CACM-1381', 125]
['CACM-1382', 67]
['CACM-1383', 58]
['CACM-1384', 69]
['CACM-1385', 121]
['CACM-1386', 109]
['CACM-1387', 120]
['CACM-1388', 138]
['CACM-1389', 101]
['CACM-1390', 124]
['CACM-1391', 71]
['CACM-1392', 112]
['CACM-1393', 154]
['CACM-1394', 126]
['CACM-1395', 86]
['CACM-1396', 125]
['CACM-1397', 123]
['CACM-1398', 82]
['CACM-1399', 60]
['CACM-1400', 53]
['CACM-1401', 51]
['CACM-1402', 55]
['CACM-1403', 67]
['CACM-1404', 72]
['CACM-1405', 23]
['CACM-1406', 24]
['CACM-1407', 26]
['CACM-1408', 133]
['CACM-1409', 123]
['CACM-1410', 100]
['CACM-1411', 100]
['CACM-1412', 118]
['CACM-1413', 87]
['CACM-1414', 21]
['CACM-1415', 131]
['CACM-1416', 57]
['CACM-1417', 69]
['CACM-1418', 33]
['CACM-1419', 27]
['CACM-1420', 67]
['CACM-1421', 157]
['CACM-1422', 20]
['CACM-1423', 104]
['CACM-1424', 54]
['CACM-1425', 126]
['CACM-1426', 76]
['CACM-1427', 86]
['CACM-1428', 50]
['CACM-1429', 55]
['CACM-1430', 72]
['CACM-1431', 40]
['CACM-1432', 70]
['CACM-1433', 123]
['CACM-1434', 73]
['CACM-1435', 81]
['CACM-1436', 22]
['CACM-1437', 22]
['CACM-1438', 40]
['CACM-1439', 63]
['CACM-1440', 62]
['CACM-1441', 83]
['CACM-1442', 24]
['CACM-1443', 64]
['CACM-1444', 44]
['CACM-1445', 79]
['CACM-1446', 23]
['CACM-1447', 22]
['CACM-1448', 24]
['CACM-1449', 20]
['CACM-1450', 27]
['CACM-1451', 21]
['CACM-1452', 20]
['CACM-1453', 145]
['CACM-1454', 114]
['CACM-1455', 125]
['CACM-1456', 120]
['CACM-1457', 77]
['CACM-1458', 89]
['CACM-1459', 60]
['CACM-1460', 109]
['CACM-1461', 16]
['CACM-1462', 151]
['CACM-1463', 127]
['CACM-1464', 162]
['CACM-1465', 71]
['CACM-1466', 21]
['CACM-1467', 122]
['CACM-1468', 173]
['CACM-1469', 134]
['CACM-1470', 164]
['CACM-1471', 114]
['CACM-1472', 59]
['CACM-1473', 52]
['CACM-1474', 82]
['CACM-1475', 67]
['CACM-1476', 122]
['CACM-1477', 133]
['CACM-1478', 23]
['CACM-1479', 22]
['CACM-1480', 24]
['CACM-1481', 19]
['CACM-1482', 66]
['CACM-1483', 57]
['CACM-1484', 112]
['CACM-1485', 110]
['CACM-1486', 109]
['CACM-1487', 159]
['CACM-1488', 100]
['CACM-1489', 93]
['CACM-1490', 23]
['CACM-1491', 285]
['CACM-1492', 20]
['CACM-1493', 23]
['CACM-1494', 28]
['CACM-1495', 60]
['CACM-1496', 186]
['CACM-1497', 122]
['CACM-1498', 93]
['CACM-1499', 20]
['CACM-1500', 19]
['CACM-1501', 47]
['CACM-1502', 79]
['CACM-1503', 88]
['CACM-1504', 89]
['CACM-1505', 73]
['CACM-1506', 102]
['CACM-1507', 73]
['CACM-1508', 21]
['CACM-1509', 24]
['CACM-1510', 29]
['CACM-1511', 32]
['CACM-1512', 22]
['CACM-1513', 19]
['CACM-1514', 66]
['CACM-1515', 74]
['CACM-1516', 96]
['CACM-1517', 124]
['CACM-1518', 86]
['CACM-1519', 94]
['CACM-1520', 26]
['CACM-1521', 33]
['CACM-1522', 19]
['CACM-1523', 109]
['CACM-1524', 79]
['CACM-1525', 109]
['CACM-1526', 81]
['CACM-1527', 111]
['CACM-1528', 73]
['CACM-1529', 54]
['CACM-1530', 79]
['CACM-1531', 107]
['CACM-1532', 18]
['CACM-1533', 71]
['CACM-1534', 94]
['CACM-1535', 132]
['CACM-1536', 77]
['CACM-1537', 30]
['CACM-1538', 28]
['CACM-1539', 32]
['CACM-1540', 69]
['CACM-1541', 68]
['CACM-1542', 117]
['CACM-1543', 132]
['CACM-1544', 95]
['CACM-1545', 22]
['CACM-1546', 22]
['CACM-1547', 27]
['CACM-1548', 76]
['CACM-1549', 146]
['CACM-1550', 96]
['CACM-1551', 67]
['CACM-1552', 129]
['CACM-1553', 69]
['CACM-1554', 72]
['CACM-1555', 23]
['CACM-1556', 20]
['CACM-1557', 22]
['CACM-1558', 28]
['CACM-1559', 33]
['CACM-1560', 21]
['CACM-1561', 26]
['CACM-1562', 21]
['CACM-1563', 40]
['CACM-1564', 93]
['CACM-1565', 137]
['CACM-1566', 60]
['CACM-1567', 60]
['CACM-1568', 54]
['CACM-1569', 36]
['CACM-1570', 90]
['CACM-1571', 77]
['CACM-1572', 139]
['CACM-1573', 34]
['CACM-1574', 24]
['CACM-1575', 24]
['CACM-1576', 28]
['CACM-1577', 30]
['CACM-1578', 25]
['CACM-1579', 25]
['CACM-1580', 26]
['CACM-1581', 33]
['CACM-1582', 22]
['CACM-1583', 29]
['CACM-1584', 27]
['CACM-1585', 26]
['CACM-1586', 41]
['CACM-1587', 66]
['CACM-1588', 76]
['CACM-1589', 112]
['CACM-1590', 92]
['CACM-1591', 135]
['CACM-1592', 79]
['CACM-1593', 72]
['CACM-1594', 83]
['CACM-1595', 85]
['CACM-1596', 23]
['CACM-1597', 30]
['CACM-1598', 24]
['CACM-1599', 23]
['CACM-1600', 26]
['CACM-1601', 137]
['CACM-1602', 161]
['CACM-1603', 99]
['CACM-1604', 80]
['CACM-1605', 115]
['CACM-1606', 26]
['CACM-1607', 21]
['CACM-1608', 104]
['CACM-1609', 125]
['CACM-1610', 61]
['CACM-1611', 50]
['CACM-1612', 72]
['CACM-1613', 187]
['CACM-1614', 182]
['CACM-1615', 56]
['CACM-1616', 65]
['CACM-1617', 24]
['CACM-1618', 24]
['CACM-1619', 55]
['CACM-1620', 76]
['CACM-1621', 66]
['CACM-1622', 65]
['CACM-1623', 97]
['CACM-1624', 38]
['CACM-1625', 87]
['CACM-1626', 187]
['CACM-1627', 62]
['CACM-1628', 75]
['CACM-1629', 58]
['CACM-1630', 86]
['CACM-1631', 60]
['CACM-1632', 71]
['CACM-1633', 48]
['CACM-1634', 68]
['CACM-1635', 51]
['CACM-1636', 69]
['CACM-1637', 76]
['CACM-1638', 95]
['CACM-1639', 24]
['CACM-1640', 25]
['CACM-1641', 191]
['CACM-1642', 69]
['CACM-1643', 63]
['CACM-1644', 47]
['CACM-1645', 78]
['CACM-1646', 111]
['CACM-1647', 134]
['CACM-1648', 31]
['CACM-1649', 76]
['CACM-1650', 115]
['CACM-1651', 124]
['CACM-1652', 115]
['CACM-1653', 91]
['CACM-1654', 72]
['CACM-1655', 61]
['CACM-1656', 23]
['CACM-1657', 59]
['CACM-1658', 77]
['CACM-1659', 88]
['CACM-1660', 18]
['CACM-1661', 24]
['CACM-1662', 39]
['CACM-1663', 37]
['CACM-1664', 110]
['CACM-1665', 239]
['CACM-1666', 37]
['CACM-1667', 43]
['CACM-1668', 51]
['CACM-1669', 49]
['CACM-1670', 57]
['CACM-1671', 129]
['CACM-1672', 48]
['CACM-1673', 56]
['CACM-1674', 101]
['CACM-1675', 51]
['CACM-1676', 127]
['CACM-1677', 115]
['CACM-1678', 75]
['CACM-1679', 108]
['CACM-1680', 142]
['CACM-1681', 119]
['CACM-1682', 87]
['CACM-1683', 90]
['CACM-1684', 118]
['CACM-1685', 66]
['CACM-1686', 83]
['CACM-1687', 30]
['CACM-1688', 26]
['CACM-1689', 35]
['CACM-1690', 32]
['CACM-1691', 138]
['CACM-1692', 68]
['CACM-1693', 140]
['CACM-1694', 58]
['CACM-1695', 133]
['CACM-1696', 67]
['CACM-1697', 99]
['CACM-1698', 129]
['CACM-1699', 128]
['CACM-1700', 121]
['CACM-1701', 21]
['CACM-1702', 21]
['CACM-1703', 94]
['CACM-1704', 32]
['CACM-1705', 146]
['CACM-1706', 128]
['CACM-1707', 61]
['CACM-1708', 81]
['CACM-1709', 90]
['CACM-1710', 96]
['CACM-1711', 130]
['CACM-1712', 52]
['CACM-1713', 88]
['CACM-1714', 31]
['CACM-1715', 25]
['CACM-1716', 42]
['CACM-1717', 69]
['CACM-1718', 55]
['CACM-1719', 89]
['CACM-1720', 63]
['CACM-1721', 96]
['CACM-1722', 88]
['CACM-1723', 72]
['CACM-1724', 61]
['CACM-1725', 120]
['CACM-1726', 151]
['CACM-1727', 142]
['CACM-1728', 153]
['CACM-1729', 33]
['CACM-1730', 27]
['CACM-1731', 27]
['CACM-1732', 22]
['CACM-1733', 28]
['CACM-1734', 36]
['CACM-1735', 66]
['CACM-1736', 26]
['CACM-1737', 23]
['CACM-1738', 99]
['CACM-1739', 77]
['CACM-1740', 73]
['CACM-1741', 147]
['CACM-1742', 95]
['CACM-1743', 63]
['CACM-1744', 71]
['CACM-1745', 89]
['CACM-1746', 65]
['CACM-1747', 145]
['CACM-1748', 125]
['CACM-1749', 139]
['CACM-1750', 104]
['CACM-1751', 156]
['CACM-1752', 99]
['CACM-1753', 95]
['CACM-1754', 102]
['CACM-1755', 24]
['CACM-1756', 37]
['CACM-1757', 46]
['CACM-1758', 24]
['CACM-1759', 22]
['CACM-1760', 27]
['CACM-1761', 33]
['CACM-1762', 23]
['CACM-1763', 31]
['CACM-1764', 115]
['CACM-1765', 71]
['CACM-1766', 70]
['CACM-1767', 129]
['CACM-1768', 139]
['CACM-1769', 140]
['CACM-1770', 79]
['CACM-1771', 121]
['CACM-1772', 19]
['CACM-1773', 22]
['CACM-1774', 73]
['CACM-1775', 31]
['CACM-1776', 22]
['CACM-1777', 27]
['CACM-1778', 24]
['CACM-1779', 32]
['CACM-1780', 32]
['CACM-1781', 306]
['CACM-1782', 52]
['CACM-1783', 70]
['CACM-1784', 79]
['CACM-1785', 96]
['CACM-1786', 100]
['CACM-1787', 220]
['CACM-1788', 170]
['CACM-1789', 22]
['CACM-1790', 30]
['CACM-1791', 28]
['CACM-1792', 133]
['CACM-1793', 38]
['CACM-1794', 47]
['CACM-1795', 30]
['CACM-1796', 32]
['CACM-1797', 30]
['CACM-1798', 25]
['CACM-1799', 27]
['CACM-1800', 34]
['CACM-1801', 39]
['CACM-1802', 38]
['CACM-1803', 30]
['CACM-1804', 32]
['CACM-1805', 153]
['CACM-1806', 93]
['CACM-1807', 122]
['CACM-1808', 70]
['CACM-1809', 68]
['CACM-1810', 135]
['CACM-1811', 139]
['CACM-1812', 26]
['CACM-1813', 32]
['CACM-1814', 25]
['CACM-1815', 28]
['CACM-1816', 38]
['CACM-1817', 29]
['CACM-1818', 40]
['CACM-1819', 31]
['CACM-1820', 27]
['CACM-1821', 33]
['CACM-1822', 30]
['CACM-1823', 23]
['CACM-1824', 177]
['CACM-1825', 167]
['CACM-1826', 117]
['CACM-1827', 129]
['CACM-1828', 104]
['CACM-1829', 117]
['CACM-1830', 30]
['CACM-1831', 35]
['CACM-1832', 28]
['CACM-1833', 31]
['CACM-1834', 139]
['CACM-1835', 70]
['CACM-1836', 106]
['CACM-1837', 48]
['CACM-1838', 28]
['CACM-1839', 34]
['CACM-1840', 34]
['CACM-1841', 42]
['CACM-1842', 31]
['CACM-1843', 65]
['CACM-1844', 169]
['CACM-1845', 115]
['CACM-1846', 139]
['CACM-1847', 130]
['CACM-1848', 41]
['CACM-1849', 26]
['CACM-1850', 27]
['CACM-1851', 24]
['CACM-1852', 86]
['CACM-1853', 117]
['CACM-1854', 161]
['CACM-1855', 95]
['CACM-1856', 196]
['CACM-1857', 32]
['CACM-1858', 54]
['CACM-1859', 47]
['CACM-1860', 159]
['CACM-1861', 100]
['CACM-1862', 136]
['CACM-1863', 28]
['CACM-1864', 24]
['CACM-1865', 25]
['CACM-1866', 34]
['CACM-1867', 68]
['CACM-1868', 94]
['CACM-1869', 114]
['CACM-1870', 68]
['CACM-1871', 84]
['CACM-1872', 28]
['CACM-1873', 47]
['CACM-1874', 102]
['CACM-1875', 79]
['CACM-1876', 48]
['CACM-1877', 145]
['CACM-1878', 131]
['CACM-1879', 152]
['CACM-1880', 44]
['CACM-1881', 26]
['CACM-1882', 29]
['CACM-1883', 44]
['CACM-1884', 88]
['CACM-1885', 107]
['CACM-1886', 126]
['CACM-1887', 44]
['CACM-1888', 89]
['CACM-1889', 110]
['CACM-1890', 106]
['CACM-1891', 105]
['CACM-1892', 147]
['CACM-1893', 39]
['CACM-1894', 40]
['CACM-1895', 28]
['CACM-1896', 22]
['CACM-1897', 22]
['CACM-1898', 23]
['CACM-1899', 32]
['CACM-1900', 103]
['CACM-1901', 118]
['CACM-1902', 80]
['CACM-1903', 34]
['CACM-1904', 36]
['CACM-1905', 77]
['CACM-1906', 107]
['CACM-1907', 69]
['CACM-1908', 134]
['CACM-1909', 56]
['CACM-1910', 64]
['CACM-1911', 89]
['CACM-1912', 68]
['CACM-1913', 30]
['CACM-1914', 28]
['CACM-1915', 106]
['CACM-1916', 98]
['CACM-1917', 46]
['CACM-1918', 24]
['CACM-1919', 55]
['CACM-1920', 34]
['CACM-1921', 48]
['CACM-1922', 34]
['CACM-1923', 58]
['CACM-1924', 125]
['CACM-1925', 87]
['CACM-1926', 90]
['CACM-1927', 88]
['CACM-1928', 118]
['CACM-1929', 98]
['CACM-1930', 118]
['CACM-1931', 97]
['CACM-1932', 88]
['CACM-1933', 82]
['CACM-1934', 74]
['CACM-1935', 82]
['CACM-1936', 166]
['CACM-1937', 79]
['CACM-1938', 75]
['CACM-1939', 128]
['CACM-1940', 36]
['CACM-1941', 24]
['CACM-1942', 34]
['CACM-1943', 28]
['CACM-1944', 37]
['CACM-1945', 193]
['CACM-1946', 148]
['CACM-1947', 108]
['CACM-1948', 92]
['CACM-1949', 78]
['CACM-1950', 26]
['CACM-1951', 101]
['CACM-1952', 17]
['CACM-1953', 26]
['CACM-1954', 28]
['CACM-1955', 47]
['CACM-1956', 115]
['CACM-1957', 101]
['CACM-1958', 74]
['CACM-1959', 94]
['CACM-1960', 121]
['CACM-1961', 87]
['CACM-1962', 128]
['CACM-1963', 26]
['CACM-1964', 29]
['CACM-1965', 35]
['CACM-1966', 30]
['CACM-1967', 33]
['CACM-1968', 38]
['CACM-1969', 58]
['CACM-1970', 37]
['CACM-1971', 32]
['CACM-1972', 88]
['CACM-1973', 113]
['CACM-1974', 115]
['CACM-1975', 85]
['CACM-1976', 159]
['CACM-1977', 82]
['CACM-1978', 125]
['CACM-1979', 28]
['CACM-1980', 41]
['CACM-1981', 25]
['CACM-1982', 50]
['CACM-1983', 21]
['CACM-1984', 23]
['CACM-1985', 27]
['CACM-1986', 29]
['CACM-1987', 44]
['CACM-1988', 90]
['CACM-1989', 116]
['CACM-1990', 19]
['CACM-1991', 31]
['CACM-1992', 64]
['CACM-1993', 26]
['CACM-1994', 29]
['CACM-1995', 29]
['CACM-1996', 31]
['CACM-1997', 138]
['CACM-1998', 58]
['CACM-1999', 60]
['CACM-2000', 74]
['CACM-2001', 46]
['CACM-2002', 183]
['CACM-2003', 136]
['CACM-2004', 101]
['CACM-2005', 32]
['CACM-2006', 34]
['CACM-2007', 14]
['CACM-2008', 33]
['CACM-2009', 25]
['CACM-2010', 23]
['CACM-2011', 25]
['CACM-2012', 27]
['CACM-2013', 23]
['CACM-2014', 27]
['CACM-2015', 108]
['CACM-2016', 103]
['CACM-2017', 157]
['CACM-2018', 113]
['CACM-2019', 87]
['CACM-2020', 137]
['CACM-2021', 50]
['CACM-2022', 29]
['CACM-2023', 36]
['CACM-2024', 28]
['CACM-2025', 43]
['CACM-2026', 20]
['CACM-2027', 29]
['CACM-2028', 39]
['CACM-2029', 26]
['CACM-2030', 96]
['CACM-2031', 82]
['CACM-2032', 93]
['CACM-2033', 170]
['CACM-2034', 90]
['CACM-2035', 154]
['CACM-2036', 108]
['CACM-2037', 27]
['CACM-2038', 27]
['CACM-2039', 34]
['CACM-2040', 44]
['CACM-2041', 34]
['CACM-2042', 71]
['CACM-2043', 37]
['CACM-2044', 37]
['CACM-2045', 37]
['CACM-2046', 174]
['CACM-2047', 75]
['CACM-2048', 78]
['CACM-2049', 51]
['CACM-2050', 92]
['CACM-2051', 112]
['CACM-2052', 79]
['CACM-2053', 143]
['CACM-2054', 131]
['CACM-2055', 32]
['CACM-2056', 26]
['CACM-2057', 42]
['CACM-2058', 33]
['CACM-2059', 129]
['CACM-2060', 234]
['CACM-2061', 141]
['CACM-2062', 77]
['CACM-2063', 17]
['CACM-2064', 103]
['CACM-2065', 103]
['CACM-2066', 29]
['CACM-2067', 32]
['CACM-2068', 30]
['CACM-2069', 43]
['CACM-2070', 24]
['CACM-2071', 30]
['CACM-2072', 29]
['CACM-2073', 31]
['CACM-2074', 44]
['CACM-2075', 40]
['CACM-2076', 61]
['CACM-2077', 50]
['CACM-2078', 75]
['CACM-2079', 21]
['CACM-2080', 112]
['CACM-2081', 110]
['CACM-2082', 136]
['CACM-2083', 130]
['CACM-2084', 37]
['CACM-2085', 52]
['CACM-2086', 28]
['CACM-2087', 33]
['CACM-2088', 30]
['CACM-2089', 25]
['CACM-2090', 33]
['CACM-2091', 114]
['CACM-2092', 130]
['CACM-2093', 91]
['CACM-2094', 84]
['CACM-2095', 147]
['CACM-2096', 117]
['CACM-2097', 105]
['CACM-2098', 29]
['CACM-2099', 41]
['CACM-2100', 22]
['CACM-2101', 27]
['CACM-2102', 29]
['CACM-2103', 27]
['CACM-2104', 29]
['CACM-2105', 84]
['CACM-2106', 147]
['CACM-2107', 96]
['CACM-2108', 48]
['CACM-2109', 116]
['CACM-2110', 123]
['CACM-2111', 112]
['CACM-2112', 98]
['CACM-2113', 137]
['CACM-2114', 73]
['CACM-2115', 30]
['CACM-2116', 36]
['CACM-2117', 33]
['CACM-2118', 38]
['CACM-2119', 35]
['CACM-2120', 34]
['CACM-2121', 26]
['CACM-2122', 35]
['CACM-2123', 30]
['CACM-2124', 30]
['CACM-2125', 96]
['CACM-2126', 118]
['CACM-2127', 159]
['CACM-2128', 79]
['CACM-2129', 51]
['CACM-2130', 112]
['CACM-2131', 31]
['CACM-2132', 32]
['CACM-2133', 35]
['CACM-2134', 73]
['CACM-2135', 74]
['CACM-2136', 42]
['CACM-2137', 107]
['CACM-2138', 128]
['CACM-2139', 76]
['CACM-2140', 84]
['CACM-2141', 80]
['CACM-2142', 116]
['CACM-2143', 33]
['CACM-2144', 112]
['CACM-2145', 118]
['CACM-2146', 106]
['CACM-2147', 116]
['CACM-2148', 101]
['CACM-2149', 48]
['CACM-2150', 120]
['CACM-2151', 97]
['CACM-2152', 125]
['CACM-2153', 101]
['CACM-2154', 116]
['CACM-2155', 131]
['CACM-2156', 51]
['CACM-2157', 30]
['CACM-2158', 37]
['CACM-2159', 33]
['CACM-2160', 110]
['CACM-2161', 25]
['CACM-2162', 74]
['CACM-2163', 119]
['CACM-2164', 87]
['CACM-2165', 68]
['CACM-2166', 82]
['CACM-2167', 132]
['CACM-2168', 113]
['CACM-2169', 89]
['CACM-2170', 57]
['CACM-2171', 21]
['CACM-2172', 23]
['CACM-2173', 40]
['CACM-2174', 64]
['CACM-2175', 115]
['CACM-2176', 113]
['CACM-2177', 130]
['CACM-2178', 158]
['CACM-2179', 161]
['CACM-2180', 50]
['CACM-2181', 151]
['CACM-2182', 40]
['CACM-2183', 25]
['CACM-2184', 105]
['CACM-2185', 68]
['CACM-2186', 105]
['CACM-2187', 122]
['CACM-2188', 143]
['CACM-2189', 127]
['CACM-2190', 20]
['CACM-2191', 38]
['CACM-2192', 65]
['CACM-2193', 69]
['CACM-2194', 132]
['CACM-2195', 112]
['CACM-2196', 138]
['CACM-2197', 119]
['CACM-2198', 152]
['CACM-2199', 26]
['CACM-2200', 85]
['CACM-2201', 120]
['CACM-2202', 130]
['CACM-2203', 168]
['CACM-2204', 107]
['CACM-2205', 31]
['CACM-2206', 41]
['CACM-2207', 63]
['CACM-2208', 95]
['CACM-2209', 58]
['CACM-2210', 121]
['CACM-2211', 93]
['CACM-2212', 18]
['CACM-2213', 34]
['CACM-2214', 38]
['CACM-2215', 123]
['CACM-2216', 118]
['CACM-2217', 143]
['CACM-2218', 141]
['CACM-2219', 116]
['CACM-2220', 110]
['CACM-2221', 58]
['CACM-2222', 55]
['CACM-2223', 29]
['CACM-2224', 34]
['CACM-2225', 31]
['CACM-2226', 65]
['CACM-2227', 101]
['CACM-2228', 94]
['CACM-2229', 103]
['CACM-2230', 88]
['CACM-2231', 80]
['CACM-2232', 123]
['CACM-2233', 267]
['CACM-2234', 25]
['CACM-2235', 22]
['CACM-2236', 40]
['CACM-2237', 17]
['CACM-2238', 20]
['CACM-2239', 30]
['CACM-2240', 25]
['CACM-2241', 29]
['CACM-2242', 29]
['CACM-2243', 26]
['CACM-2244', 24]
['CACM-2245', 132]
['CACM-2246', 76]
['CACM-2247', 125]
['CACM-2248', 69]
['CACM-2249', 94]
['CACM-2250', 28]
['CACM-2251', 103]
['CACM-2252', 165]
['CACM-2253', 94]
['CACM-2254', 106]
['CACM-2255', 33]
['CACM-2256', 42]
['CACM-2257', 42]
['CACM-2258', 69]
['CACM-2259', 25]
['CACM-2260', 33]
['CACM-2261', 85]
['CACM-2262', 63]
['CACM-2263', 148]
['CACM-2264', 92]
['CACM-2265', 131]
['CACM-2266', 71]
['CACM-2267', 66]
['CACM-2268', 83]
['CACM-2269', 31]
['CACM-2270', 38]
['CACM-2271', 22]
['CACM-2272', 62]
['CACM-2273', 113]
['CACM-2274', 108]
['CACM-2275', 89]
['CACM-2276', 102]
['CACM-2277', 113]
['CACM-2278', 32]
['CACM-2279', 35]
['CACM-2280', 45]
['CACM-2281', 32]
['CACM-2282', 33]
['CACM-2283', 84]
['CACM-2284', 32]
['CACM-2285', 55]
['CACM-2286', 76]
['CACM-2287', 88]
['CACM-2288', 78]
['CACM-2289', 166]
['CACM-2290', 47]
['CACM-2291', 29]
['CACM-2292', 30]
['CACM-2293', 27]
['CACM-2294', 39]
['CACM-2295', 38]
['CACM-2296', 23]
['CACM-2297', 124]
['CACM-2298', 94]
['CACM-2299', 110]
['CACM-2300', 83]
['CACM-2301', 101]
['CACM-2302', 109]
['CACM-2303', 41]
['CACM-2304', 65]
['CACM-2305', 95]
['CACM-2306', 57]
['CACM-2307', 103]
['CACM-2308', 96]
['CACM-2309', 50]
['CACM-2310', 96]
['CACM-2311', 58]
['CACM-2312', 41]
['CACM-2313', 105]
['CACM-2314', 183]
['CACM-2315', 68]
['CACM-2316', 73]
['CACM-2317', 180]
['CACM-2318', 58]
['CACM-2319', 186]
['CACM-2320', 117]
['CACM-2321', 94]
['CACM-2322', 62]
['CACM-2323', 84]
['CACM-2324', 86]
['CACM-2325', 91]
['CACM-2326', 103]
['CACM-2327', 71]
['CACM-2328', 28]
['CACM-2329', 69]
['CACM-2330', 31]
