['CACM-0001', 46]
['CACM-1166', 91]
['CACM-1167', 59]
['CACM-1168', 47]
['CACM-1169', 102]
['CACM-1170', 127]
['CACM-1171', 81]
['CACM-1172', 115]
['CACM-1173', 66]
['CACM-1174', 20]
['CACM-1175', 60]
['CACM-1176', 20]
['CACM-1177', 34]
['CACM-1178', 23]
['CACM-1179', 114]
['CACM-1180', 81]
['CACM-1181', 68]
['CACM-1182', 57]
['CACM-1183', 50]
['CACM-1184', 102]
['CACM-1185', 64]
['CACM-1186', 57]
['CACM-1187', 23]
['CACM-1188', 122]
['CACM-1189', 21]
['CACM-1190', 44]
['CACM-1191', 29]
['CACM-1192', 20]
['CACM-1193', 19]
['CACM-1194', 123]
['CACM-1195', 86]
['CACM-1196', 70]
['CACM-1197', 109]
['CACM-1198', 137]
['CACM-1199', 71]
['CACM-1200', 101]
['CACM-1201', 25]
['CACM-1202', 21]
['CACM-1203', 19]
['CACM-1204', 30]
['CACM-1205', 46]
['CACM-1206', 104]
['CACM-1207', 27]
['CACM-1208', 27]
['CACM-1209', 27]
['CACM-1210', 50]
['CACM-1211', 61]
['CACM-1212', 49]
['CACM-1213', 39]
['CACM-1214', 97]
['CACM-1215', 136]
['CACM-1216', 89]
['CACM-1217', 24]
['CACM-1218', 22]
['CACM-1219', 28]
['CACM-1220', 20]
['CACM-1221', 20]
['CACM-1222', 30]
['CACM-1223', 214]
['CACM-1224', 53]
['CACM-1225', 98]
['CACM-1226', 75]
['CACM-1227', 19]
['CACM-1228', 36]
['CACM-1229', 21]
['CACM-1230', 44]
['CACM-1231', 47]
['CACM-1232', 23]
['CACM-1233', 54]
['CACM-1234', 174]
['CACM-1235', 117]
['CACM-1236', 97]
['CACM-1237', 95]
['CACM-1238', 79]
['CACM-1239', 20]
['CACM-1240', 19]
['CACM-1241', 39]
['CACM-1242', 24]
['CACM-1243', 27]
['CACM-1244', 21]
['CACM-1245', 20]
['CACM-1246', 18]
['CACM-1247', 81]
['CACM-1248', 63]
['CACM-1249', 27]
['CACM-1250', 23]
['CACM-1251', 37]
['CACM-1252', 69]
['CACM-1253', 69]
['CACM-1254', 40]
['CACM-1255', 74]
['CACM-1256', 19]
['CACM-1257', 79]
['CACM-1258', 78]
['CACM-1259', 64]
['CACM-1260', 70]
['CACM-1261', 79]
['CACM-1262', 74]
['CACM-1263', 107]
['CACM-1264', 124]
['CACM-1265', 257]
['CACM-1266', 22]
['CACM-1267', 73]
['CACM-1268', 24]
['CACM-1269', 21]
['CACM-1270', 114]
['CACM-1271', 69]
['CACM-1272', 116]
['CACM-1273', 58]
['CACM-1274', 55]
['CACM-1275', 26]
['CACM-1276', 20]
['CACM-1277', 23]
['CACM-1278', 111]
['CACM-1279', 49]
['CACM-1280', 79]
['CACM-1281', 57]
['CACM-1282', 62]
['CACM-1283', 20]
['CACM-1284', 27]
['CACM-1285', 30]
['CACM-1286', 27]
['CACM-1287', 24]
['CACM-1288', 68]
['CACM-1289', 21]
['CACM-1290', 106]
['CACM-1291', 18]
['CACM-1292', 89]
['CACM-1293', 35]
['CACM-1294', 64]
['CACM-1295', 87]
['CACM-1296', 19]
['CACM-1297', 19]
['CACM-1298', 31]
['CACM-1299', 23]
['CACM-1300', 19]
['CACM-1301', 20]
['CACM-1302', 20]
['CACM-1303', 108]
['CACM-1304', 39]
['CACM-1305', 55]
['CACM-1306', 93]
['CACM-1307', 126]
['CACM-1308', 112]
['CACM-1309', 89]
['CACM-1310', 27]
['CACM-1311', 18]
['CACM-1312', 27]
['CACM-1313', 28]
['CACM-1314', 61]
['CACM-1315', 107]
['CACM-1316', 28]
['CACM-1317', 21]
['CACM-1318', 20]
['CACM-1319', 29]
['CACM-1320', 21]
['CACM-1321', 25]
['CACM-1322', 23]
['CACM-1323', 220]
['CACM-1324', 115]
['CACM-1325', 99]
['CACM-1326', 92]
['CACM-1327', 111]
['CACM-1328', 39]
['CACM-1329', 38]
['CACM-1330', 29]
['CACM-1331', 77]
['CACM-1332', 38]
['CACM-1333', 65]
['CACM-1334', 117]
['CACM-1335', 20]
['CACM-1336', 57]
['CACM-1337', 28]
['CACM-1338', 39]
['CACM-1339', 24]
['CACM-1340', 33]
['CACM-1341', 74]
['CACM-1342', 19]
['CACM-1343', 20]
['CACM-1344', 55]
['CACM-1345', 50]
['CACM-1346', 87]
['CACM-1347', 84]
['CACM-1348', 96]
['CACM-1349', 100]
['CACM-1350', 173]
['CACM-1351', 55]
['CACM-1352', 81]
['CACM-1353', 48]
['CACM-1354', 116]
['CACM-1355', 25]
['CACM-1356', 31]
['CACM-1357', 20]
['CACM-1358', 185]
['CACM-1359', 95]
['CACM-1360', 21]
['CACM-1361', 21]
['CACM-1362', 99]
['CACM-1363', 57]
['CACM-1364', 53]
['CACM-1365', 140]
['CACM-1366', 199]
['CACM-1367', 32]
['CACM-1368', 48]
['CACM-1369', 54]
['CACM-1370', 23]
['CACM-1371', 24]
['CACM-1372', 24]
['CACM-1373', 39]
['CACM-1374', 22]
['CACM-1375', 20]
['CACM-1376', 21]
['CACM-1377', 21]
['CACM-1378', 24]
['CACM-1379', 177]
['CACM-1380', 175]
['CACM-1381', 117]
['CACM-1382', 67]
['CACM-1383', 55]
['CACM-1384', 67]
['CACM-1385', 120]
['CACM-1386', 107]
['CACM-1387', 121]
['CACM-1388', 136]
['CACM-1389', 102]
['CACM-1390', 122]
['CACM-1391', 77]
['CACM-1392', 111]
['CACM-1393', 157]
['CACM-1394', 128]
['CACM-1395', 90]
['CACM-1396', 145]
['CACM-1397', 122]
['CACM-1398', 82]
['CACM-1399', 66]
['CACM-1400', 53]
['CACM-1401', 49]
['CACM-1402', 52]
['CACM-1403', 65]
['CACM-1404', 73]
['CACM-1405', 23]
['CACM-1406', 24]
['CACM-1407', 26]
['CACM-1408', 130]
['CACM-1409', 122]
['CACM-1410', 97]
['CACM-1411', 96]
['CACM-1412', 115]
['CACM-1413', 83]
['CACM-1414', 23]
['CACM-1415', 122]
['CACM-1416', 55]
['CACM-1417', 74]
['CACM-1418', 38]
['CACM-1419', 28]
['CACM-1420', 69]
['CACM-1421', 168]
['CACM-1422', 21]
['CACM-1423', 110]
['CACM-1424', 52]
['CACM-1425', 128]
['CACM-1426', 73]
['CACM-1427', 86]
['CACM-1428', 50]
['CACM-1429', 59]
['CACM-1430', 77]
['CACM-1431', 39]
['CACM-1432', 70]
['CACM-1433', 122]
['CACM-1434', 71]
['CACM-1435', 81]
['CACM-1436', 22]
['CACM-1437', 23]
['CACM-1438', 40]
['CACM-1439', 63]
['CACM-1440', 64]
['CACM-1441', 83]
['CACM-1442', 24]
['CACM-1443', 63]
['CACM-1444', 46]
['CACM-1445', 76]
['CACM-1446', 23]
['CACM-1447', 21]
['CACM-1448', 24]
['CACM-1449', 21]
['CACM-1450', 27]
['CACM-1451', 21]
['CACM-1452', 23]
['CACM-1453', 143]
['CACM-1454', 107]
['CACM-1455', 127]
['CACM-1456', 119]
['CACM-1457', 77]
['CACM-1458', 86]
['CACM-1459', 58]
['CACM-1460', 109]
['CACM-1461', 18]
['CACM-1462', 152]
['CACM-1463', 126]
['CACM-1464', 161]
['CACM-1465', 69]
['CACM-1466', 24]
['CACM-1467', 121]
['CACM-1468', 175]
['CACM-1469', 142]
['CACM-1470', 149]
['CACM-1471', 122]
['CACM-1472', 61]
['CACM-1473', 55]
['CACM-1474', 75]
['CACM-1475', 67]
['CACM-1476', 120]
['CACM-1477', 151]
['CACM-1478', 22]
['CACM-1479', 21]
['CACM-1480', 25]
['CACM-1481', 20]
['CACM-1482', 65]
['CACM-1483', 56]
['CACM-1484', 110]
['CACM-1485', 103]
['CACM-1486', 111]
['CACM-1487', 165]
['CACM-1488', 108]
['CACM-1489', 93]
['CACM-1490', 23]
['CACM-1491', 316]
['CACM-1492', 21]
['CACM-1493', 23]
['CACM-1494', 28]
['CACM-1495', 58]
['CACM-1496', 206]
['CACM-1497', 124]
['CACM-1498', 96]
['CACM-1499', 21]
['CACM-1500', 21]
['CACM-1501', 48]
['CACM-1502', 82]
['CACM-1503', 89]
['CACM-1504', 90]
['CACM-1505', 72]
['CACM-1506', 102]
['CACM-1507', 70]
['CACM-1508', 21]
['CACM-1509', 24]
['CACM-1510', 29]
['CACM-1511', 33]
['CACM-1512', 24]
['CACM-1513', 20]
['CACM-1514', 64]
['CACM-1515', 75]
['CACM-1516', 96]
['CACM-1517', 123]
['CACM-1518', 84]
['CACM-1519', 95]
['CACM-1520', 26]
['CACM-1521', 37]
['CACM-1522', 20]
['CACM-1523', 114]
['CACM-1524', 82]
['CACM-1525', 114]
['CACM-1526', 84]
['CACM-1527', 107]
['CACM-1528', 69]
['CACM-1529', 54]
['CACM-1530', 78]
['CACM-1531', 109]
['CACM-1532', 20]
['CACM-1533', 73]
['CACM-1534', 91]
['CACM-1535', 130]
['CACM-1536', 79]
['CACM-1537', 31]
['CACM-1538', 27]
['CACM-1539', 35]
['CACM-1540', 68]
['CACM-1541', 68]
['CACM-1542', 118]
['CACM-1543', 134]
['CACM-1544', 95]
['CACM-1545', 23]
['CACM-1546', 21]
['CACM-1547', 27]
['CACM-1548', 81]
['CACM-1549', 157]
['CACM-1550', 92]
['CACM-1551', 69]
['CACM-1552', 133]
['CACM-1553', 67]
['CACM-1554', 72]
['CACM-1555', 23]
['CACM-1556', 21]
['CACM-1557', 21]
['CACM-1558', 31]
['CACM-1559', 34]
['CACM-1560', 21]
['CACM-1561', 26]
['CACM-1562', 21]
['CACM-1563', 41]
['CACM-1564', 94]
['CACM-1565', 142]
['CACM-1566', 64]
['CACM-1567', 58]
['CACM-1568', 53]
['CACM-1569', 37]
['CACM-1570', 91]
['CACM-1571', 82]
['CACM-1572', 141]
['CACM-1573', 36]
['CACM-1574', 24]
['CACM-1575', 24]
['CACM-1576', 28]
['CACM-1577', 30]
['CACM-1578', 25]
['CACM-1579', 26]
['CACM-1580', 27]
['CACM-1581', 35]
['CACM-1582', 21]
['CACM-1583', 30]
['CACM-1584', 27]
['CACM-1585', 26]
['CACM-1586', 40]
['CACM-1587', 66]
['CACM-1588', 81]
['CACM-1589', 116]
['CACM-1590', 94]
['CACM-1591', 136]
['CACM-1592', 84]
['CACM-1593', 73]
['CACM-1594', 79]
['CACM-1595', 76]
['CACM-1596', 23]
['CACM-1597', 33]
['CACM-1598', 24]
['CACM-1599', 23]
['CACM-1600', 29]
['CACM-1601', 139]
['CACM-1602', 160]
['CACM-1603', 95]
['CACM-1604', 84]
['CACM-1605', 112]
['CACM-1606', 28]
['CACM-1607', 21]
['CACM-1608', 98]
['CACM-1609', 118]
['CACM-1610', 59]
['CACM-1611', 50]
['CACM-1612', 75]
['CACM-1613', 189]
['CACM-1614', 191]
['CACM-1615', 57]
['CACM-1616', 63]
['CACM-1617', 24]
['CACM-1618', 26]
['CACM-1619', 55]
['CACM-1620', 72]
['CACM-1621', 66]
['CACM-1622', 62]
['CACM-1623', 101]
['CACM-1624', 38]
['CACM-1625', 91]
['CACM-1626', 197]
['CACM-1627', 66]
['CACM-1628', 71]
['CACM-1629', 58]
['CACM-1630', 92]
['CACM-1631', 62]
['CACM-1632', 74]
['CACM-1633', 47]
['CACM-1634', 70]
['CACM-1635', 51]
['CACM-1636', 69]
['CACM-1637', 75]
['CACM-1638', 103]
['CACM-1639', 26]
['CACM-1640', 25]
['CACM-1641', 190]
['CACM-1642', 67]
['CACM-1643', 61]
['CACM-1644', 46]
['CACM-1645', 76]
['CACM-1646', 112]
['CACM-1647', 130]
['CACM-1648', 35]
['CACM-1649', 70]
['CACM-1650', 110]
['CACM-1651', 121]
['CACM-1652', 110]
['CACM-1653', 92]
['CACM-1654', 69]
['CACM-1655', 63]
['CACM-1656', 22]
['CACM-1657', 62]
['CACM-1658', 74]
['CACM-1659', 97]
['CACM-1660', 20]
['CACM-1661', 24]
['CACM-1662', 43]
['CACM-1663', 35]
['CACM-1664', 117]
['CACM-1665', 242]
['CACM-1666', 38]
['CACM-1667', 41]
['CACM-1668', 53]
['CACM-1669', 52]
['CACM-1670', 58]
['CACM-1671', 127]
['CACM-1672', 52]
['CACM-1673', 53]
['CACM-1674', 98]
['CACM-1675', 52]
['CACM-1676', 127]
['CACM-1677', 115]
['CACM-1678', 78]
['CACM-1679', 116]
['CACM-1680', 132]
['CACM-1681', 119]
['CACM-1682', 85]
['CACM-1683', 98]
['CACM-1684', 126]
['CACM-1685', 63]
['CACM-1686', 81]
['CACM-1687', 34]
['CACM-1688', 29]
['CACM-1689', 37]
['CACM-1690', 35]
['CACM-1691', 131]
['CACM-1692', 71]
['CACM-1693', 148]
['CACM-1694', 57]
['CACM-1695', 132]
['CACM-1696', 67]
['CACM-1697', 99]
['CACM-1698', 125]
['CACM-1699', 128]
['CACM-1700', 123]
['CACM-1701', 21]
['CACM-1702', 21]
['CACM-1703', 97]
['CACM-1704', 32]
['CACM-1705', 142]
['CACM-1706', 128]
['CACM-1707', 64]
['CACM-1708', 82]
['CACM-1709', 90]
['CACM-1710', 92]
['CACM-1711', 122]
['CACM-1712', 54]
['CACM-1713', 87]
['CACM-1714', 31]
['CACM-1715', 25]
['CACM-1716', 43]
['CACM-1717', 72]
['CACM-1718', 56]
['CACM-1719', 93]
['CACM-1720', 66]
['CACM-1721', 93]
['CACM-1722', 85]
['CACM-1723', 72]
['CACM-1724', 63]
['CACM-1725', 122]
['CACM-1726', 156]
['CACM-1727', 144]
['CACM-1728', 159]
['CACM-1729', 32]
['CACM-1730', 26]
['CACM-1731', 27]
['CACM-1732', 23]
['CACM-1733', 26]
['CACM-1734', 35]
['CACM-1735', 66]
['CACM-1736', 28]
['CACM-1737', 24]
['CACM-1738', 102]
['CACM-1739', 81]
['CACM-1740', 74]
['CACM-1741', 145]
['CACM-1742', 89]
['CACM-1743', 66]
['CACM-1744', 71]
['CACM-1745', 91]
['CACM-1746', 67]
['CACM-1747', 146]
['CACM-1748', 126]
['CACM-1749', 149]
['CACM-1750', 101]
['CACM-1751', 170]
['CACM-1752', 103]
['CACM-1753', 95]
['CACM-1754', 105]
['CACM-1755', 24]
['CACM-1756', 42]
['CACM-1757', 53]
['CACM-1758', 26]
['CACM-1759', 23]
['CACM-1760', 28]
['CACM-1761', 34]
['CACM-1762', 23]
['CACM-1763', 29]
['CACM-1764', 112]
['CACM-1765', 74]
['CACM-1766', 72]
['CACM-1767', 129]
['CACM-1768', 145]
['CACM-1769', 134]
['CACM-1770', 77]
['CACM-1771', 128]
['CACM-1772', 21]
['CACM-1773', 22]
['CACM-1774', 76]
['CACM-1775', 31]
['CACM-1776', 23]
['CACM-1777', 29]
['CACM-1778', 27]
['CACM-1779', 40]
['CACM-1780', 33]
['CACM-1781', 359]
['CACM-1782', 52]
['CACM-1783', 72]
['CACM-1784', 76]
['CACM-1785', 109]
['CACM-1786', 115]
['CACM-1787', 238]
['CACM-1788', 175]
['CACM-1789', 21]
['CACM-1790', 32]
['CACM-1791', 28]
['CACM-1792', 136]
['CACM-1793', 40]
['CACM-1794', 49]
['CACM-1795', 30]
['CACM-1796', 32]
['CACM-1797', 30]
['CACM-1798', 23]
['CACM-1799', 27]
['CACM-1800', 35]
['CACM-1801', 37]
['CACM-1802', 36]
['CACM-1803', 29]
['CACM-1804', 32]
['CACM-1805', 153]
['CACM-1806', 98]
['CACM-1807', 118]
['CACM-1808', 69]
['CACM-1809', 69]
['CACM-1810', 136]
['CACM-1811', 124]
['CACM-1812', 25]
['CACM-1813', 35]
['CACM-1814', 25]
['CACM-1815', 29]
['CACM-1816', 37]
['CACM-1817', 29]
['CACM-1818', 42]
['CACM-1819', 30]
['CACM-1820', 24]
['CACM-1821', 32]
['CACM-1822', 29]
['CACM-1823', 23]
['CACM-1824', 176]
['CACM-1825', 176]
['CACM-1826', 129]
['CACM-1827', 131]
['CACM-1828', 105]
['CACM-1829', 117]
['CACM-1830', 31]
['CACM-1831', 38]
['CACM-1832', 30]
['CACM-1833', 34]
['CACM-1834', 147]
['CACM-1835', 71]
['CACM-1836', 122]
['CACM-1837', 48]
['CACM-1838', 29]
['CACM-1839', 33]
['CACM-1840', 32]
['CACM-1841', 45]
['CACM-1842', 30]
['CACM-1843', 66]
['CACM-1844', 165]
['CACM-1845', 118]
['CACM-1846', 135]
['CACM-1847', 133]
['CACM-1848', 41]
['CACM-1849', 27]
['CACM-1850', 27]
['CACM-1851', 24]
['CACM-1852', 84]
['CACM-1853', 121]
['CACM-1854', 161]
['CACM-1855', 98]
['CACM-1856', 193]
['CACM-1857', 32]
['CACM-1858', 54]
['CACM-1859', 46]
['CACM-1860', 173]
['CACM-1861', 99]
['CACM-1862', 130]
['CACM-1863', 28]
['CACM-1864', 24]
['CACM-1865', 26]
['CACM-1866', 32]
['CACM-1867', 69]
['CACM-1868', 91]
['CACM-1869', 113]
['CACM-1870', 64]
['CACM-1871', 83]
['CACM-1872', 28]
['CACM-1873', 44]
['CACM-1874', 106]
['CACM-1875', 77]
['CACM-1876', 49]
['CACM-1877', 153]
['CACM-1878', 134]
['CACM-1879', 154]
['CACM-1880', 45]
['CACM-1881', 26]
['CACM-1882', 30]
['CACM-1883', 47]
['CACM-1884', 92]
['CACM-1885', 104]
['CACM-1886', 122]
['CACM-1887', 45]
['CACM-1888', 91]
['CACM-1889', 113]
['CACM-1890', 112]
['CACM-1891', 105]
['CACM-1892', 151]
['CACM-1893', 36]
['CACM-1894', 40]
['CACM-1895', 26]
['CACM-1896', 22]
['CACM-1897', 21]
['CACM-1898', 24]
['CACM-1899', 34]
['CACM-1900', 101]
['CACM-1901', 129]
['CACM-1902', 81]
['CACM-1903', 34]
['CACM-1904', 37]
['CACM-1905', 80]
['CACM-1906', 112]
['CACM-1907', 71]
['CACM-1908', 149]
['CACM-1909', 55]
['CACM-1910', 66]
['CACM-1911', 93]
['CACM-1912', 64]
['CACM-1913', 29]
['CACM-1914', 29]
['CACM-1915', 104]
['CACM-1916', 94]
['CACM-1917', 46]
['CACM-1918', 24]
['CACM-1919', 67]
['CACM-1920', 35]
['CACM-1921', 48]
['CACM-1922', 46]
['CACM-1923', 61]
['CACM-1924', 123]
['CACM-1925', 87]
['CACM-1926', 86]
['CACM-1927', 96]
['CACM-1928', 112]
['CACM-1929', 98]
['CACM-1930', 114]
['CACM-1931', 94]
['CACM-1932', 96]
['CACM-1933', 85]
['CACM-1934', 72]
['CACM-1935', 85]
['CACM-1936', 176]
['CACM-1937', 79]
['CACM-1938', 80]
['CACM-1939', 126]
['CACM-1940', 36]
['CACM-1941', 24]
['CACM-1942', 35]
['CACM-1943', 29]
['CACM-1944', 42]
['CACM-1945', 209]
['CACM-1946', 146]
['CACM-1947', 108]
['CACM-1948', 95]
['CACM-1949', 78]
['CACM-1950', 28]
['CACM-1951', 108]
['CACM-1952', 18]
['CACM-1953', 28]
['CACM-1954', 29]
['CACM-1955', 48]
['CACM-1956', 115]
['CACM-1957', 98]
['CACM-1958', 76]
['CACM-1959', 94]
['CACM-1960', 124]
['CACM-1961', 89]
['CACM-1962', 123]
['CACM-1963', 28]
['CACM-1964', 29]
['CACM-1965', 37]
['CACM-1966', 29]
['CACM-1967', 33]
['CACM-1968', 41]
['CACM-1969', 65]
['CACM-1970', 40]
['CACM-1971', 35]
['CACM-1972', 98]
['CACM-1973', 130]
['CACM-1974', 116]
['CACM-1975', 85]
['CACM-1976', 161]
['CACM-1977', 82]
['CACM-1978', 125]
['CACM-1979', 26]
['CACM-1980', 43]
['CACM-1981', 26]
['CACM-1982', 53]
['CACM-1983', 22]
['CACM-1984', 22]
['CACM-1985', 28]
['CACM-1986', 29]
['CACM-1987', 47]
['CACM-1988', 87]
['CACM-1989', 124]
['CACM-1990', 20]
['CACM-1991', 31]
['CACM-1992', 74]
['CACM-1993', 27]
['CACM-1994', 28]
['CACM-1995', 29]
['CACM-1996', 30]
['CACM-1997', 146]
['CACM-1998', 58]
['CACM-1999', 64]
['CACM-2000', 78]
['CACM-2001', 46]
['CACM-2002', 182]
['CACM-2003', 135]
['CACM-2004', 105]
['CACM-2005', 35]
['CACM-2006', 33]
['CACM-2007', 16]
['CACM-2008', 33]
['CACM-2009', 27]
['CACM-2010', 22]
['CACM-2011', 26]
['CACM-2012', 28]
['CACM-2013', 24]
['CACM-2014', 28]
['CACM-2015', 114]
['CACM-2016', 101]
['CACM-2017', 159]
['CACM-2018', 124]
['CACM-2019', 84]
['CACM-2020', 134]
['CACM-2021', 50]
['CACM-2022', 30]
['CACM-2023', 36]
['CACM-2024', 29]
['CACM-2025', 48]
['CACM-2026', 21]
['CACM-2027', 30]
['CACM-2028', 43]
['CACM-2029', 26]
['CACM-2030', 100]
['CACM-2031', 91]
['CACM-2032', 90]
['CACM-2033', 179]
['CACM-2034', 87]
['CACM-2035', 156]
['CACM-2036', 110]
['CACM-2037', 28]
['CACM-2038', 28]
['CACM-2039', 33]
['CACM-2040', 50]
['CACM-2041', 36]
['CACM-2042', 76]
['CACM-2043', 40]
['CACM-2044', 40]
['CACM-2045', 42]
['CACM-2046', 181]
['CACM-2047', 75]
['CACM-2048', 79]
['CACM-2049', 53]
['CACM-2050', 90]
['CACM-2051', 110]
['CACM-2052', 82]
['CACM-2053', 154]
['CACM-2054', 132]
['CACM-2055', 34]
['CACM-2056', 26]
['CACM-2057', 45]
['CACM-2058', 36]
['CACM-2059', 128]
['CACM-2060', 242]
['CACM-2061', 148]
['CACM-2062', 75]
['CACM-2063', 18]
['CACM-2064', 100]
['CACM-2065', 105]
['CACM-2066', 30]
['CACM-2067', 33]
['CACM-2068', 30]
['CACM-2069', 44]
['CACM-2070', 24]
['CACM-2071', 31]
['CACM-2072', 29]
['CACM-2073', 34]
['CACM-2074', 53]
['CACM-2075', 43]
['CACM-2076', 59]
['CACM-2077', 48]
['CACM-2078', 72]
['CACM-2079', 21]
['CACM-2080', 115]
['CACM-2081', 102]
['CACM-2082', 136]
['CACM-2083', 138]
['CACM-2084', 37]
['CACM-2085', 55]
['CACM-2086', 28]
['CACM-2087', 34]
['CACM-2088', 34]
['CACM-2089', 25]
['CACM-2090', 34]
['CACM-2091', 120]
['CACM-2092', 132]
['CACM-2093', 93]
['CACM-2094', 83]
['CACM-2095', 141]
['CACM-2096', 126]
['CACM-2097', 104]
['CACM-2098', 31]
['CACM-2099', 42]
['CACM-2100', 22]
['CACM-2101', 31]
['CACM-2102', 30]
['CACM-2103', 28]
['CACM-2104', 31]
['CACM-2105', 82]
['CACM-2106', 145]
['CACM-2107', 114]
['CACM-2108', 48]
['CACM-2109', 129]
['CACM-2110', 133]
['CACM-2111', 118]
['CACM-2112', 95]
['CACM-2113', 138]
['CACM-2114', 79]
['CACM-2115', 30]
['CACM-2116', 39]
['CACM-2117', 37]
['CACM-2118', 39]
['CACM-2119', 36]
['CACM-2120', 39]
['CACM-2121', 26]
['CACM-2122', 33]
['CACM-2123', 29]
['CACM-2124', 28]
['CACM-2125', 95]
['CACM-2126', 128]
['CACM-2127', 166]
['CACM-2128', 76]
['CACM-2129', 54]
['CACM-2130', 106]
['CACM-2131', 33]
['CACM-2132', 33]
['CACM-2133', 36]
['CACM-2134', 70]
['CACM-2135', 75]
['CACM-2136', 43]
['CACM-2137', 106]
['CACM-2138', 126]
['CACM-2139', 76]
['CACM-2140', 86]
['CACM-2141', 77]
['CACM-2142', 119]
['CACM-2143', 34]
['CACM-2144', 113]
['CACM-2145', 123]
['CACM-2146', 110]
['CACM-2147', 121]
['CACM-2148', 101]
['CACM-2149', 46]
['CACM-2150', 129]
['CACM-2151', 97]
['CACM-2152', 125]
['CACM-2153', 95]
['CACM-2154', 112]
['CACM-2155', 141]
['CACM-2156', 56]
['CACM-2157', 29]
['CACM-2158', 37]
['CACM-2159', 34]
['CACM-2160', 110]
['CACM-2161', 25]
['CACM-2162', 81]
['CACM-2163', 125]
['CACM-2164', 88]
['CACM-2165', 67]
['CACM-2166', 79]
['CACM-2167', 131]
['CACM-2168', 115]
['CACM-2169', 89]
['CACM-2170', 58]
['CACM-2171', 21]
['CACM-2172', 24]
['CACM-2173', 41]
['CACM-2174', 62]
['CACM-2175', 112]
['CACM-2176', 117]
['CACM-2177', 131]
['CACM-2178', 168]
['CACM-2179', 178]
['CACM-2180', 51]
['CACM-2181', 156]
['CACM-2182', 40]
['CACM-2183', 29]
['CACM-2184', 110]
['CACM-2185', 70]
['CACM-2186', 107]
['CACM-2187', 126]
['CACM-2188', 143]
['CACM-2189', 129]
['CACM-2190', 22]
['CACM-2191', 41]
['CACM-2192', 64]
['CACM-2193', 69]
['CACM-2194', 131]
['CACM-2195', 108]
['CACM-2196', 140]
['CACM-2197', 119]
['CACM-2198', 149]
['CACM-2199', 25]
['CACM-2200', 89]
['CACM-2201', 119]
['CACM-2202', 128]
['CACM-2203', 177]
['CACM-2204', 109]
['CACM-2205', 32]
['CACM-2206', 42]
['CACM-2207', 66]
['CACM-2208', 97]
['CACM-2209', 56]
['CACM-2210', 115]
['CACM-2211', 93]
['CACM-2212', 22]
['CACM-2213', 31]
['CACM-2214', 40]
['CACM-2215', 129]
['CACM-2216', 117]
['CACM-2217', 141]
['CACM-2218', 153]
['CACM-2219', 122]
['CACM-2220', 126]
['CACM-2221', 61]
['CACM-2222', 59]
['CACM-2223', 28]
['CACM-2224', 37]
['CACM-2225', 29]
['CACM-2226', 67]
['CACM-2227', 102]
['CACM-2228', 100]
['CACM-2229', 107]
['CACM-2230', 88]
['CACM-2231', 80]
['CACM-2232', 126]
['CACM-2233', 260]
['CACM-2234', 25]
['CACM-2235', 23]
['CACM-2236', 39]
['CACM-2237', 18]
['CACM-2238', 21]
['CACM-2239', 32]
['CACM-2240', 25]
['CACM-2241', 33]
['CACM-2242', 33]
['CACM-2243', 28]
['CACM-2244', 25]
['CACM-2245', 133]
['CACM-2246', 77]
['CACM-2247', 122]
['CACM-2248', 74]
['CACM-2249', 95]
['CACM-2250', 28]
['CACM-2251', 115]
['CACM-2252', 170]
['CACM-2253', 95]
['CACM-2254', 105]
['CACM-2255', 33]
['CACM-2256', 48]
['CACM-2257', 47]
['CACM-2258', 66]
['CACM-2259', 25]
['CACM-2260', 30]
['CACM-2261', 76]
['CACM-2262', 60]
['CACM-2263', 151]
['CACM-2264', 87]
['CACM-2265', 128]
['CACM-2266', 69]
['CACM-2267', 68]
['CACM-2268', 86]
['CACM-2269', 31]
['CACM-2270', 40]
['CACM-2271', 23]
['CACM-2272', 61]
['CACM-2273', 117]
['CACM-2274', 111]
['CACM-2275', 90]
['CACM-2276', 98]
['CACM-2277', 121]
['CACM-2278', 37]
['CACM-2279', 37]
['CACM-2280', 49]
['CACM-2281', 31]
['CACM-2282', 31]
['CACM-2283', 76]
['CACM-2284', 33]
['CACM-2285', 58]
['CACM-2286', 81]
['CACM-2287', 88]
['CACM-2288', 84]
['CACM-2289', 166]
['CACM-2290', 46]
['CACM-2291', 29]
['CACM-2292', 31]
['CACM-2293', 27]
['CACM-2294', 43]
['CACM-2295', 41]
['CACM-2296', 26]
['CACM-2297', 131]
['CACM-2298', 100]
['CACM-2299', 109]
['CACM-2300', 82]
['CACM-2301', 108]
['CACM-2302', 111]
['CACM-2303', 42]
['CACM-2304', 63]
['CACM-2305', 94]
['CACM-2306', 54]
['CACM-2307', 96]
['CACM-2308', 97]
['CACM-2309', 52]
['CACM-2310', 102]
['CACM-2311', 57]
['CACM-2312', 40]
['CACM-2313', 108]
['CACM-2314', 176]
['CACM-2315', 71]
['CACM-2316', 73]
['CACM-2317', 186]
['CACM-2318', 52]
['CACM-2319', 192]
['CACM-2320', 113]
['CACM-2321', 86]
['CACM-2322', 63]
['CACM-2323', 88]
['CACM-2324', 89]
['CACM-2325', 90]
['CACM-2326', 107]
['CACM-2327', 65]
['CACM-2328', 30]
['CACM-2329', 73]
['CACM-2330', 29]
