['CACM-0001', 39]
['CACM-1166', 68]
['CACM-1167', 40]
['CACM-1168', 29]
['CACM-1169', 74]
['CACM-1170', 86]
['CACM-1171', 51]
['CACM-1172', 72]
['CACM-1173', 54]
['CACM-1174', 18]
['CACM-1175', 48]
['CACM-1176', 20]
['CACM-1177', 32]
['CACM-1178', 21]
['CACM-1179', 85]
['CACM-1180', 65]
['CACM-1181', 49]
['CACM-1182', 38]
['CACM-1183', 37]
['CACM-1184', 70]
['CACM-1185', 44]
['CACM-1186', 37]
['CACM-1187', 18]
['CACM-1188', 96]
['CACM-1189', 21]
['CACM-1190', 37]
['CACM-1191', 27]
['CACM-1192', 18]
['CACM-1193', 17]
['CACM-1194', 96]
['CACM-1195', 55]
['CACM-1196', 52]
['CACM-1197', 69]
['CACM-1198', 109]
['CACM-1199', 55]
['CACM-1200', 74]
['CACM-1201', 20]
['CACM-1202', 18]
['CACM-1203', 16]
['CACM-1204', 25]
['CACM-1205', 34]
['CACM-1206', 72]
['CACM-1207', 21]
['CACM-1208', 24]
['CACM-1209', 20]
['CACM-1210', 33]
['CACM-1211', 42]
['CACM-1212', 33]
['CACM-1213', 27]
['CACM-1214', 80]
['CACM-1215', 107]
['CACM-1216', 64]
['CACM-1217', 19]
['CACM-1218', 20]
['CACM-1219', 22]
['CACM-1220', 17]
['CACM-1221', 17]
['CACM-1222', 25]
['CACM-1223', 163]
['CACM-1224', 35]
['CACM-1225', 69]
['CACM-1226', 49]
['CACM-1227', 16]
['CACM-1228', 31]
['CACM-1229', 18]
['CACM-1230', 32]
['CACM-1231', 35]
['CACM-1232', 19]
['CACM-1233', 31]
['CACM-1234', 143]
['CACM-1235', 81]
['CACM-1236', 71]
['CACM-1237', 68]
['CACM-1238', 60]
['CACM-1239', 16]
['CACM-1240', 16]
['CACM-1241', 33]
['CACM-1242', 23]
['CACM-1243', 19]
['CACM-1244', 17]
['CACM-1245', 16]
['CACM-1246', 16]
['CACM-1247', 65]
['CACM-1248', 39]
['CACM-1249', 24]
['CACM-1250', 20]
['CACM-1251', 26]
['CACM-1252', 46]
['CACM-1253', 47]
['CACM-1254', 26]
['CACM-1255', 50]
['CACM-1256', 15]
['CACM-1257', 55]
['CACM-1258', 49]
['CACM-1259', 37]
['CACM-1260', 46]
['CACM-1261', 60]
['CACM-1262', 46]
['CACM-1263', 87]
['CACM-1264', 91]
['CACM-1265', 204]
['CACM-1266', 19]
['CACM-1267', 51]
['CACM-1268', 21]
['CACM-1269', 17]
['CACM-1270', 88]
['CACM-1271', 52]
['CACM-1272', 77]
['CACM-1273', 41]
['CACM-1274', 36]
['CACM-1275', 21]
['CACM-1276', 15]
['CACM-1277', 18]
['CACM-1278', 83]
['CACM-1279', 36]
['CACM-1280', 55]
['CACM-1281', 35]
['CACM-1282', 41]
['CACM-1283', 18]
['CACM-1284', 22]
['CACM-1285', 23]
['CACM-1286', 22]
['CACM-1287', 19]
['CACM-1288', 47]
['CACM-1289', 19]
['CACM-1290', 79]
['CACM-1291', 15]
['CACM-1292', 57]
['CACM-1293', 26]
['CACM-1294', 40]
['CACM-1295', 57]
['CACM-1296', 16]
['CACM-1297', 16]
['CACM-1298', 27]
['CACM-1299', 18]
['CACM-1300', 16]
['CACM-1301', 15]
['CACM-1302', 20]
['CACM-1303', 94]
['CACM-1304', 26]
['CACM-1305', 36]
['CACM-1306', 71]
['CACM-1307', 85]
['CACM-1308', 84]
['CACM-1309', 68]
['CACM-1310', 20]
['CACM-1311', 15]
['CACM-1312', 21]
['CACM-1313', 23]
['CACM-1314', 42]
['CACM-1315', 82]
['CACM-1316', 23]
['CACM-1317', 18]
['CACM-1318', 17]
['CACM-1319', 24]
['CACM-1320', 18]
['CACM-1321', 21]
['CACM-1322', 18]
['CACM-1323', 175]
['CACM-1324', 94]
['CACM-1325', 71]
['CACM-1326', 68]
['CACM-1327', 77]
['CACM-1328', 32]
['CACM-1329', 32]
['CACM-1330', 23]
['CACM-1331', 51]
['CACM-1332', 25]
['CACM-1333', 47]
['CACM-1334', 86]
['CACM-1335', 20]
['CACM-1336', 49]
['CACM-1337', 21]
['CACM-1338', 27]
['CACM-1339', 16]
['CACM-1340', 24]
['CACM-1341', 48]
['CACM-1342', 17]
['CACM-1343', 18]
['CACM-1344', 45]
['CACM-1345', 37]
['CACM-1346', 59]
['CACM-1347', 66]
['CACM-1348', 64]
['CACM-1349', 73]
['CACM-1350', 114]
['CACM-1351', 35]
['CACM-1352', 57]
['CACM-1353', 36]
['CACM-1354', 81]
['CACM-1355', 22]
['CACM-1356', 27]
['CACM-1357', 17]
['CACM-1358', 151]
['CACM-1359', 67]
['CACM-1360', 18]
['CACM-1361', 20]
['CACM-1362', 66]
['CACM-1363', 39]
['CACM-1364', 39]
['CACM-1365', 112]
['CACM-1366', 153]
['CACM-1367', 27]
['CACM-1368', 35]
['CACM-1369', 37]
['CACM-1370', 22]
['CACM-1371', 19]
['CACM-1372', 22]
['CACM-1373', 29]
['CACM-1374', 18]
['CACM-1375', 18]
['CACM-1376', 19]
['CACM-1377', 18]
['CACM-1378', 19]
['CACM-1379', 129]
['CACM-1380', 145]
['CACM-1381', 82]
['CACM-1382', 47]
['CACM-1383', 43]
['CACM-1384', 49]
['CACM-1385', 88]
['CACM-1386', 84]
['CACM-1387', 90]
['CACM-1388', 110]
['CACM-1389', 79]
['CACM-1390', 86]
['CACM-1391', 53]
['CACM-1392', 93]
['CACM-1393', 128]
['CACM-1394', 94]
['CACM-1395', 67]
['CACM-1396', 113]
['CACM-1397', 103]
['CACM-1398', 50]
['CACM-1399', 48]
['CACM-1400', 36]
['CACM-1401', 39]
['CACM-1402', 37]
['CACM-1403', 49]
['CACM-1404', 50]
['CACM-1405', 20]
['CACM-1406', 21]
['CACM-1407', 20]
['CACM-1408', 97]
['CACM-1409', 92]
['CACM-1410', 69]
['CACM-1411', 70]
['CACM-1412', 79]
['CACM-1413', 52]
['CACM-1414', 19]
['CACM-1415', 86]
['CACM-1416', 42]
['CACM-1417', 50]
['CACM-1418', 27]
['CACM-1419', 23]
['CACM-1420', 44]
['CACM-1421', 129]
['CACM-1422', 18]
['CACM-1423', 65]
['CACM-1424', 35]
['CACM-1425', 82]
['CACM-1426', 49]
['CACM-1427', 59]
['CACM-1428', 33]
['CACM-1429', 40]
['CACM-1430', 51]
['CACM-1431', 25]
['CACM-1432', 45]
['CACM-1433', 83]
['CACM-1434', 50]
['CACM-1435', 56]
['CACM-1436', 17]
['CACM-1437', 17]
['CACM-1438', 27]
['CACM-1439', 41]
['CACM-1440', 44]
['CACM-1441', 51]
['CACM-1442', 22]
['CACM-1443', 39]
['CACM-1444', 33]
['CACM-1445', 48]
['CACM-1446', 18]
['CACM-1447', 18]
['CACM-1448', 20]
['CACM-1449', 19]
['CACM-1450', 22]
['CACM-1451', 19]
['CACM-1452', 18]
['CACM-1453', 114]
['CACM-1454', 73]
['CACM-1455', 97]
['CACM-1456', 85]
['CACM-1457', 56]
['CACM-1458', 57]
['CACM-1459', 37]
['CACM-1460', 92]
['CACM-1461', 15]
['CACM-1462', 122]
['CACM-1463', 104]
['CACM-1464', 133]
['CACM-1465', 49]
['CACM-1466', 20]
['CACM-1467', 102]
['CACM-1468', 137]
['CACM-1469', 99]
['CACM-1470', 115]
['CACM-1471', 96]
['CACM-1472', 45]
['CACM-1473', 38]
['CACM-1474', 53]
['CACM-1475', 42]
['CACM-1476', 89]
['CACM-1477', 127]
['CACM-1478', 21]
['CACM-1479', 20]
['CACM-1480', 21]
['CACM-1481', 18]
['CACM-1482', 42]
['CACM-1483', 32]
['CACM-1484', 89]
['CACM-1485', 81]
['CACM-1486', 82]
['CACM-1487', 134]
['CACM-1488', 67]
['CACM-1489', 67]
['CACM-1490', 21]
['CACM-1491', 253]
['CACM-1492', 18]
['CACM-1493', 21]
['CACM-1494', 23]
['CACM-1495', 39]
['CACM-1496', 171]
['CACM-1497', 85]
['CACM-1498', 79]
['CACM-1499', 19]
['CACM-1500', 18]
['CACM-1501', 26]
['CACM-1502', 57]
['CACM-1503', 67]
['CACM-1504', 61]
['CACM-1505', 47]
['CACM-1506', 68]
['CACM-1507', 50]
['CACM-1508', 20]
['CACM-1509', 23]
['CACM-1510', 22]
['CACM-1511', 26]
['CACM-1512', 19]
['CACM-1513', 17]
['CACM-1514', 47]
['CACM-1515', 56]
['CACM-1516', 61]
['CACM-1517', 86]
['CACM-1518', 66]
['CACM-1519', 63]
['CACM-1520', 21]
['CACM-1521', 29]
['CACM-1522', 18]
['CACM-1523', 83]
['CACM-1524', 57]
['CACM-1525', 81]
['CACM-1526', 58]
['CACM-1527', 76]
['CACM-1528', 49]
['CACM-1529', 37]
['CACM-1530', 53]
['CACM-1531', 97]
['CACM-1532', 15]
['CACM-1533', 51]
['CACM-1534', 64]
['CACM-1535', 111]
['CACM-1536', 55]
['CACM-1537', 28]
['CACM-1538', 26]
['CACM-1539', 30]
['CACM-1540', 47]
['CACM-1541', 51]
['CACM-1542', 94]
['CACM-1543', 94]
['CACM-1544', 71]
['CACM-1545', 18]
['CACM-1546', 15]
['CACM-1547', 23]
['CACM-1548', 58]
['CACM-1549', 120]
['CACM-1550', 62]
['CACM-1551', 48]
['CACM-1552', 100]
['CACM-1553', 52]
['CACM-1554', 51]
['CACM-1555', 18]
['CACM-1556', 18]
['CACM-1557', 19]
['CACM-1558', 24]
['CACM-1559', 29]
['CACM-1560', 19]
['CACM-1561', 24]
['CACM-1562', 18]
['CACM-1563', 28]
['CACM-1564', 66]
['CACM-1565', 111]
['CACM-1566', 40]
['CACM-1567', 40]
['CACM-1568', 33]
['CACM-1569', 25]
['CACM-1570', 72]
['CACM-1571', 54]
['CACM-1572', 97]
['CACM-1573', 29]
['CACM-1574', 20]
['CACM-1575', 20]
['CACM-1576', 22]
['CACM-1577', 23]
['CACM-1578', 21]
['CACM-1579', 21]
['CACM-1580', 21]
['CACM-1581', 28]
['CACM-1582', 18]
['CACM-1583', 25]
['CACM-1584', 21]
['CACM-1585', 22]
['CACM-1586', 28]
['CACM-1587', 44]
['CACM-1588', 50]
['CACM-1589', 78]
['CACM-1590', 65]
['CACM-1591', 90]
['CACM-1592', 53]
['CACM-1593', 47]
['CACM-1594', 52]
['CACM-1595', 52]
['CACM-1596', 17]
['CACM-1597', 28]
['CACM-1598', 19]
['CACM-1599', 19]
['CACM-1600', 24]
['CACM-1601', 111]
['CACM-1602', 121]
['CACM-1603', 79]
['CACM-1604', 60]
['CACM-1605', 81]
['CACM-1606', 21]
['CACM-1607', 19]
['CACM-1608', 56]
['CACM-1609', 77]
['CACM-1610', 36]
['CACM-1611', 39]
['CACM-1612', 50]
['CACM-1613', 158]
['CACM-1614', 157]
['CACM-1615', 32]
['CACM-1616', 49]
['CACM-1617', 20]
['CACM-1618', 20]
['CACM-1619', 36]
['CACM-1620', 43]
['CACM-1621', 48]
['CACM-1622', 42]
['CACM-1623', 59]
['CACM-1624', 27]
['CACM-1625', 57]
['CACM-1626', 154]
['CACM-1627', 44]
['CACM-1628', 47]
['CACM-1629', 40]
['CACM-1630', 54]
['CACM-1631', 39]
['CACM-1632', 53]
['CACM-1633', 29]
['CACM-1634', 45]
['CACM-1635', 33]
['CACM-1636', 51]
['CACM-1637', 55]
['CACM-1638', 64]
['CACM-1639', 23]
['CACM-1640', 21]
['CACM-1641', 150]
['CACM-1642', 41]
['CACM-1643', 42]
['CACM-1644', 32]
['CACM-1645', 55]
['CACM-1646', 84]
['CACM-1647', 93]
['CACM-1648', 29]
['CACM-1649', 53]
['CACM-1650', 72]
['CACM-1651', 81]
['CACM-1652', 82]
['CACM-1653', 71]
['CACM-1654', 48]
['CACM-1655', 58]
['CACM-1656', 21]
['CACM-1657', 41]
['CACM-1658', 59]
['CACM-1659', 73]
['CACM-1660', 16]
['CACM-1661', 22]
['CACM-1662', 34]
['CACM-1663', 33]
['CACM-1664', 78]
['CACM-1665', 177]
['CACM-1666', 30]
['CACM-1667', 39]
['CACM-1668', 45]
['CACM-1669', 45]
['CACM-1670', 53]
['CACM-1671', 98]
['CACM-1672', 37]
['CACM-1673', 40]
['CACM-1674', 67]
['CACM-1675', 35]
['CACM-1676', 98]
['CACM-1677', 80]
['CACM-1678', 59]
['CACM-1679', 82]
['CACM-1680', 108]
['CACM-1681', 87]
['CACM-1682', 73]
['CACM-1683', 77]
['CACM-1684', 86]
['CACM-1685', 53]
['CACM-1686', 64]
['CACM-1687', 26]
['CACM-1688', 24]
['CACM-1689', 29]
['CACM-1690', 28]
['CACM-1691', 98]
['CACM-1692', 53]
['CACM-1693', 109]
['CACM-1694', 40]
['CACM-1695', 100]
['CACM-1696', 49]
['CACM-1697', 70]
['CACM-1698', 89]
['CACM-1699', 89]
['CACM-1700', 83]
['CACM-1701', 19]
['CACM-1702', 17]
['CACM-1703', 65]
['CACM-1704', 28]
['CACM-1705', 117]
['CACM-1706', 98]
['CACM-1707', 44]
['CACM-1708', 61]
['CACM-1709', 64]
['CACM-1710', 66]
['CACM-1711', 98]
['CACM-1712', 33]
['CACM-1713', 61]
['CACM-1714', 26]
['CACM-1715', 23]
['CACM-1716', 39]
['CACM-1717', 49]
['CACM-1718', 41]
['CACM-1719', 71]
['CACM-1720', 48]
['CACM-1721', 66]
['CACM-1722', 54]
['CACM-1723', 51]
['CACM-1724', 45]
['CACM-1725', 80]
['CACM-1726', 120]
['CACM-1727', 96]
['CACM-1728', 126]
['CACM-1729', 28]
['CACM-1730', 24]
['CACM-1731', 26]
['CACM-1732', 21]
['CACM-1733', 25]
['CACM-1734', 31]
['CACM-1735', 42]
['CACM-1736', 24]
['CACM-1737', 19]
['CACM-1738', 70]
['CACM-1739', 58]
['CACM-1740', 56]
['CACM-1741', 105]
['CACM-1742', 64]
['CACM-1743', 45]
['CACM-1744', 50]
['CACM-1745', 68]
['CACM-1746', 53]
['CACM-1747', 119]
['CACM-1748', 97]
['CACM-1749', 110]
['CACM-1750', 80]
['CACM-1751', 126]
['CACM-1752', 74]
['CACM-1753', 76]
['CACM-1754', 77]
['CACM-1755', 19]
['CACM-1756', 36]
['CACM-1757', 44]
['CACM-1758', 22]
['CACM-1759', 19]
['CACM-1760', 25]
['CACM-1761', 29]
['CACM-1762', 20]
['CACM-1763', 27]
['CACM-1764', 85]
['CACM-1765', 53]
['CACM-1766', 51]
['CACM-1767', 103]
['CACM-1768', 98]
['CACM-1769', 104]
['CACM-1770', 52]
['CACM-1771', 96]
['CACM-1772', 18]
['CACM-1773', 20]
['CACM-1774', 56]
['CACM-1775', 24]
['CACM-1776', 20]
['CACM-1777', 23]
['CACM-1778', 23]
['CACM-1779', 31]
['CACM-1780', 29]
['CACM-1781', 293]
['CACM-1782', 35]
['CACM-1783', 43]
['CACM-1784', 51]
['CACM-1785', 81]
['CACM-1786', 74]
['CACM-1787', 197]
['CACM-1788', 131]
['CACM-1789', 19]
['CACM-1790', 25]
['CACM-1791', 25]
['CACM-1792', 104]
['CACM-1793', 36]
['CACM-1794', 43]
['CACM-1795', 25]
['CACM-1796', 26]
['CACM-1797', 25]
['CACM-1798', 23]
['CACM-1799', 24]
['CACM-1800', 32]
['CACM-1801', 35]
['CACM-1802', 33]
['CACM-1803', 29]
['CACM-1804', 29]
['CACM-1805', 112]
['CACM-1806', 66]
['CACM-1807', 94]
['CACM-1808', 49]
['CACM-1809', 49]
['CACM-1810', 94]
['CACM-1811', 100]
['CACM-1812', 21]
['CACM-1813', 27]
['CACM-1814', 23]
['CACM-1815', 24]
['CACM-1816', 34]
['CACM-1817', 25]
['CACM-1818', 32]
['CACM-1819', 29]
['CACM-1820', 24]
['CACM-1821', 24]
['CACM-1822', 26]
['CACM-1823', 20]
['CACM-1824', 138]
['CACM-1825', 133]
['CACM-1826', 93]
['CACM-1827', 97]
['CACM-1828', 76]
['CACM-1829', 85]
['CACM-1830', 26]
['CACM-1831', 30]
['CACM-1832', 26]
['CACM-1833', 25]
['CACM-1834', 107]
['CACM-1835', 49]
['CACM-1836', 86]
['CACM-1837', 43]
['CACM-1838', 26]
['CACM-1839', 27]
['CACM-1840', 31]
['CACM-1841', 37]
['CACM-1842', 25]
['CACM-1843', 42]
['CACM-1844', 115]
['CACM-1845', 84]
['CACM-1846', 97]
['CACM-1847', 88]
['CACM-1848', 34]
['CACM-1849', 23]
['CACM-1850', 23]
['CACM-1851', 20]
['CACM-1852', 51]
['CACM-1853', 86]
['CACM-1854', 131]
['CACM-1855', 67]
['CACM-1856', 137]
['CACM-1857', 28]
['CACM-1858', 40]
['CACM-1859', 34]
['CACM-1860', 147]
['CACM-1861', 66]
['CACM-1862', 102]
['CACM-1863', 24]
['CACM-1864', 22]
['CACM-1865', 24]
['CACM-1866', 28]
['CACM-1867', 52]
['CACM-1868', 64]
['CACM-1869', 80]
['CACM-1870', 41]
['CACM-1871', 61]
['CACM-1872', 22]
['CACM-1873', 31]
['CACM-1874', 66]
['CACM-1875', 47]
['CACM-1876', 35]
['CACM-1877', 110]
['CACM-1878', 101]
['CACM-1879', 111]
['CACM-1880', 39]
['CACM-1881', 22]
['CACM-1882', 23]
['CACM-1883', 42]
['CACM-1884', 66]
['CACM-1885', 77]
['CACM-1886', 91]
['CACM-1887', 31]
['CACM-1888', 64]
['CACM-1889', 80]
['CACM-1890', 73]
['CACM-1891', 79]
['CACM-1892', 128]
['CACM-1893', 34]
['CACM-1894', 38]
['CACM-1895', 25]
['CACM-1896', 20]
['CACM-1897', 19]
['CACM-1898', 20]
['CACM-1899', 28]
['CACM-1900', 84]
['CACM-1901', 100]
['CACM-1902', 54]
['CACM-1903', 28]
['CACM-1904', 31]
['CACM-1905', 53]
['CACM-1906', 75]
['CACM-1907', 45]
['CACM-1908', 90]
['CACM-1909', 40]
['CACM-1910', 42]
['CACM-1911', 62]
['CACM-1912', 52]
['CACM-1913', 28]
['CACM-1914', 26]
['CACM-1915', 79]
['CACM-1916', 72]
['CACM-1917', 39]
['CACM-1918', 20]
['CACM-1919', 49]
['CACM-1920', 32]
['CACM-1921', 42]
['CACM-1922', 31]
['CACM-1923', 42]
['CACM-1924', 94]
['CACM-1925', 61]
['CACM-1926', 70]
['CACM-1927', 71]
['CACM-1928', 89]
['CACM-1929', 68]
['CACM-1930', 78]
['CACM-1931', 65]
['CACM-1932', 56]
['CACM-1933', 59]
['CACM-1934', 52]
['CACM-1935', 64]
['CACM-1936', 119]
['CACM-1937', 58]
['CACM-1938', 47]
['CACM-1939', 98]
['CACM-1940', 28]
['CACM-1941', 20]
['CACM-1942', 27]
['CACM-1943', 22]
['CACM-1944', 34]
['CACM-1945', 170]
['CACM-1946', 119]
['CACM-1947', 88]
['CACM-1948', 68]
['CACM-1949', 73]
['CACM-1950', 23]
['CACM-1951', 71]
['CACM-1952', 15]
['CACM-1953', 24]
['CACM-1954', 23]
['CACM-1955', 40]
['CACM-1956', 84]
['CACM-1957', 71]
['CACM-1958', 54]
['CACM-1959', 75]
['CACM-1960', 98]
['CACM-1961', 60]
['CACM-1962', 87]
['CACM-1963', 24]
['CACM-1964', 25]
['CACM-1965', 30]
['CACM-1966', 26]
['CACM-1967', 30]
['CACM-1968', 34]
['CACM-1969', 54]
['CACM-1970', 35]
['CACM-1971', 31]
['CACM-1972', 67]
['CACM-1973', 93]
['CACM-1974', 80]
['CACM-1975', 54]
['CACM-1976', 108]
['CACM-1977', 50]
['CACM-1978', 86]
['CACM-1979', 25]
['CACM-1980', 36]
['CACM-1981', 23]
['CACM-1982', 47]
['CACM-1983', 18]
['CACM-1984', 19]
['CACM-1985', 21]
['CACM-1986', 26]
['CACM-1987', 41]
['CACM-1988', 62]
['CACM-1989', 91]
['CACM-1990', 16]
['CACM-1991', 25]
['CACM-1992', 60]
['CACM-1993', 21]
['CACM-1994', 25]
['CACM-1995', 25]
['CACM-1996', 24]
['CACM-1997', 111]
['CACM-1998', 37]
['CACM-1999', 41]
['CACM-2000', 53]
['CACM-2001', 34]
['CACM-2002', 128]
['CACM-2003', 98]
['CACM-2004', 78]
['CACM-2005', 30]
['CACM-2006', 31]
['CACM-2007', 14]
['CACM-2008', 31]
['CACM-2009', 22]
['CACM-2010', 21]
['CACM-2011', 24]
['CACM-2012', 26]
['CACM-2013', 22]
['CACM-2014', 25]
['CACM-2015', 84]
['CACM-2016', 80]
['CACM-2017', 134]
['CACM-2018', 84]
['CACM-2019', 65]
['CACM-2020', 94]
['CACM-2021', 44]
['CACM-2022', 25]
['CACM-2023', 32]
['CACM-2024', 23]
['CACM-2025', 39]
['CACM-2026', 18]
['CACM-2027', 24]
['CACM-2028', 34]
['CACM-2029', 24]
['CACM-2030', 69]
['CACM-2031', 62]
['CACM-2032', 73]
['CACM-2033', 123]
['CACM-2034', 64]
['CACM-2035', 117]
['CACM-2036', 74]
['CACM-2037', 20]
['CACM-2038', 19]
['CACM-2039', 24]
['CACM-2040', 41]
['CACM-2041', 29]
['CACM-2042', 57]
['CACM-2043', 31]
['CACM-2044', 30]
['CACM-2045', 29]
['CACM-2046', 135]
['CACM-2047', 49]
['CACM-2048', 65]
['CACM-2049', 37]
['CACM-2050', 60]
['CACM-2051', 79]
['CACM-2052', 57]
['CACM-2053', 110]
['CACM-2054', 99]
['CACM-2055', 27]
['CACM-2056', 22]
['CACM-2057', 38]
['CACM-2058', 28]
['CACM-2059', 107]
['CACM-2060', 195]
['CACM-2061', 108]
['CACM-2062', 53]
['CACM-2063', 15]
['CACM-2064', 67]
['CACM-2065', 76]
['CACM-2066', 23]
['CACM-2067', 28]
['CACM-2068', 25]
['CACM-2069', 37]
['CACM-2070', 18]
['CACM-2071', 28]
['CACM-2072', 27]
['CACM-2073', 26]
['CACM-2074', 42]
['CACM-2075', 36]
['CACM-2076', 41]
['CACM-2077', 38]
['CACM-2078', 56]
['CACM-2079', 18]
['CACM-2080', 91]
['CACM-2081', 79]
['CACM-2082', 103]
['CACM-2083', 108]
['CACM-2084', 32]
['CACM-2085', 47]
['CACM-2086', 22]
['CACM-2087', 29]
['CACM-2088', 26]
['CACM-2089', 22]
['CACM-2090', 30]
['CACM-2091', 93]
['CACM-2092', 95]
['CACM-2093', 68]
['CACM-2094', 60]
['CACM-2095', 119]
['CACM-2096', 81]
['CACM-2097', 80]
['CACM-2098', 25]
['CACM-2099', 34]
['CACM-2100', 20]
['CACM-2101', 23]
['CACM-2102', 25]
['CACM-2103', 23]
['CACM-2104', 25]
['CACM-2105', 63]
['CACM-2106', 98]
['CACM-2107', 80]
['CACM-2108', 36]
['CACM-2109', 88]
['CACM-2110', 99]
['CACM-2111', 90]
['CACM-2112', 78]
['CACM-2113', 109]
['CACM-2114', 55]
['CACM-2115', 28]
['CACM-2116', 34]
['CACM-2117', 32]
['CACM-2118', 32]
['CACM-2119', 32]
['CACM-2120', 30]
['CACM-2121', 22]
['CACM-2122', 33]
['CACM-2123', 26]
['CACM-2124', 28]
['CACM-2125', 70]
['CACM-2126', 104]
['CACM-2127', 129]
['CACM-2128', 60]
['CACM-2129', 40]
['CACM-2130', 83]
['CACM-2131', 28]
['CACM-2132', 29]
['CACM-2133', 28]
['CACM-2134', 49]
['CACM-2135', 53]
['CACM-2136', 32]
['CACM-2137', 75]
['CACM-2138', 103]
['CACM-2139', 52]
['CACM-2140', 62]
['CACM-2141', 52]
['CACM-2142', 83]
['CACM-2143', 25]
['CACM-2144', 72]
['CACM-2145', 83]
['CACM-2146', 67]
['CACM-2147', 91]
['CACM-2148', 76]
['CACM-2149', 42]
['CACM-2150', 90]
['CACM-2151', 74]
['CACM-2152', 96]
['CACM-2153', 72]
['CACM-2154', 94]
['CACM-2155', 105]
['CACM-2156', 49]
['CACM-2157', 27]
['CACM-2158', 31]
['CACM-2159', 28]
['CACM-2160', 74]
['CACM-2161', 18]
['CACM-2162', 59]
['CACM-2163', 93]
['CACM-2164', 71]
['CACM-2165', 56]
['CACM-2166', 57]
['CACM-2167', 95]
['CACM-2168', 93]
['CACM-2169', 69]
['CACM-2170', 43]
['CACM-2171', 18]
['CACM-2172', 22]
['CACM-2173', 32]
['CACM-2174', 48]
['CACM-2175', 79]
['CACM-2176', 70]
['CACM-2177', 94]
['CACM-2178', 120]
['CACM-2179', 133]
['CACM-2180', 35]
['CACM-2181', 122]
['CACM-2182', 38]
['CACM-2183', 22]
['CACM-2184', 73]
['CACM-2185', 47]
['CACM-2186', 76]
['CACM-2187', 94]
['CACM-2188', 109]
['CACM-2189', 96]
['CACM-2190', 17]
['CACM-2191', 35]
['CACM-2192', 49]
['CACM-2193', 50]
['CACM-2194', 88]
['CACM-2195', 85]
['CACM-2196', 92]
['CACM-2197', 81]
['CACM-2198', 114]
['CACM-2199', 22]
['CACM-2200', 59]
['CACM-2201', 82]
['CACM-2202', 97]
['CACM-2203', 138]
['CACM-2204', 86]
['CACM-2205', 27]
['CACM-2206', 38]
['CACM-2207', 49]
['CACM-2208', 56]
['CACM-2209', 40]
['CACM-2210', 90]
['CACM-2211', 70]
['CACM-2212', 16]
['CACM-2213', 26]
['CACM-2214', 29]
['CACM-2215', 81]
['CACM-2216', 82]
['CACM-2217', 99]
['CACM-2218', 116]
['CACM-2219', 76]
['CACM-2220', 83]
['CACM-2221', 51]
['CACM-2222', 50]
['CACM-2223', 24]
['CACM-2224', 30]
['CACM-2225', 26]
['CACM-2226', 44]
['CACM-2227', 79]
['CACM-2228', 70]
['CACM-2229', 67]
['CACM-2230', 64]
['CACM-2231', 53]
['CACM-2232', 90]
['CACM-2233', 190]
['CACM-2234', 21]
['CACM-2235', 18]
['CACM-2236', 32]
['CACM-2237', 16]
['CACM-2238', 17]
['CACM-2239', 27]
['CACM-2240', 22]
['CACM-2241', 26]
['CACM-2242', 26]
['CACM-2243', 23]
['CACM-2244', 21]
['CACM-2245', 94]
['CACM-2246', 53]
['CACM-2247', 86]
['CACM-2248', 46]
['CACM-2249', 65]
['CACM-2250', 20]
['CACM-2251', 81]
['CACM-2252', 131]
['CACM-2253', 73]
['CACM-2254', 69]
['CACM-2255', 28]
['CACM-2256', 37]
['CACM-2257', 38]
['CACM-2258', 60]
['CACM-2259', 24]
['CACM-2260', 26]
['CACM-2261', 58]
['CACM-2262', 45]
['CACM-2263', 109]
['CACM-2264', 68]
['CACM-2265', 94]
['CACM-2266', 45]
['CACM-2267', 47]
['CACM-2268', 60]
['CACM-2269', 29]
['CACM-2270', 34]
['CACM-2271', 18]
['CACM-2272', 46]
['CACM-2273', 83]
['CACM-2274', 79]
['CACM-2275', 65]
['CACM-2276', 72]
['CACM-2277', 88]
['CACM-2278', 27]
['CACM-2279', 31]
['CACM-2280', 40]
['CACM-2281', 27]
['CACM-2282', 30]
['CACM-2283', 51]
['CACM-2284', 26]
['CACM-2285', 39]
['CACM-2286', 54]
['CACM-2287', 66]
['CACM-2288', 54]
['CACM-2289', 122]
['CACM-2290', 38]
['CACM-2291', 24]
['CACM-2292', 23]
['CACM-2293', 23]
['CACM-2294', 33]
['CACM-2295', 31]
['CACM-2296', 20]
['CACM-2297', 95]
['CACM-2298', 65]
['CACM-2299', 85]
['CACM-2300', 61]
['CACM-2301', 72]
['CACM-2302', 81]
['CACM-2303', 30]
['CACM-2304', 45]
['CACM-2305', 60]
['CACM-2306', 37]
['CACM-2307', 74]
['CACM-2308', 67]
['CACM-2309', 35]
['CACM-2310', 69]
['CACM-2311', 44]
['CACM-2312', 26]
['CACM-2313', 82]
['CACM-2314', 146]
['CACM-2315', 50]
['CACM-2316', 51]
['CACM-2317', 142]
['CACM-2318', 41]
['CACM-2319', 145]
['CACM-2320', 90]
['CACM-2321', 70]
['CACM-2322', 45]
['CACM-2323', 60]
['CACM-2324', 55]
['CACM-2325', 81]
['CACM-2326', 83]
['CACM-2327', 51]
['CACM-2328', 24]
['CACM-2329', 68]
['CACM-2330', 29]
